er_db,xtalk_db,wdm_channels_n,duty_cycle,margin_db,effective_wdm_channels,loss_path_db,pp_crosstalk_db,p_laser_dbm,p_laser_mw,laser_limit_mw,boundary_status,evidence_label,promotion_decision,claim_boundary
3.0,-20.0,32,0.75,3.0,24.0,5.3,1.2881044644732822,-6.078562202193384,0.24668558921494757,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,32,0.75,6.0,24.0,5.3,1.2881044644732822,-3.0785622021933836,0.4922024598064784,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,32,0.5,1.0,16.0,5.3,0.8819921990931237,-8.484674467573543,0.14175309607778677,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,32,0.5,3.0,16.0,5.3,0.8819921990931237,-6.484674467573543,0.22466351698397044,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,32,0.5,6.0,16.0,5.3,0.8819921990931237,-3.4846744675735426,0.44826264898648704,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,32,0.25,1.0,8.0,5.3,0.43394939807310345,-8.932717268593562,0.12785810786297844,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,32,0.25,3.0,8.0,5.3,0.43394939807310345,-6.932717268593562,0.20264144475299328,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,32,0.25,6.0,8.0,5.3,0.43394939807310345,-3.932717268593562,0.4043228381664958,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,8,1.0,1.0,8.0,5.3,1.2460266669792412,-8.120639999687425,0.15414732764251354,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,8,1.0,3.0,8.0,5.3,1.2460266669792412,-6.120639999687425,0.24430705021669252,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,8,1.0,6.0,8.0,5.3,1.2460266669792412,-3.120639999687425,0.48745665057857623,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,8,0.75,1.0,6.0,5.3,0.9249556100675328,-8.441711056599132,0.1431623749375157,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,8,0.75,3.0,6.0,5.3,0.9249556100675328,-6.441711056599132,0.22689707345503424,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,8,0.75,6.0,6.0,5.3,0.9249556100675328,-3.4417110565991322,0.45271918004155554,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,8,0.5,1.0,4.0,5.3,0.5782394453010213,-8.788427221365644,0.13217742223251788,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,8,0.5,3.0,4.0,5.3,0.5782394453010213,-6.7884272213656445,0.2094870966933758,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,8,0.5,6.0,4.0,5.3,0.5782394453010213,-3.7884272213656445,0.4179817095045346,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,8,0.25,1.0,2.0,5.3,0.2014230180841137,-9.165243648582551,0.12119246952752008,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,8,0.25,3.0,2.0,5.3,0.2014230180841137,-7.1652436485825515,0.19207711993171753,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,8,0.25,6.0,2.0,5.3,0.2014230180841137,-4.1652436485825515,0.3832442389675138,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,16,1.0,1.0,16.0,5.3,2.335229449508224,-7.031437217158441,0.19808713846250495,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,16,1.0,3.0,16.0,5.3,2.335229449508224,-5.031437217158441,0.31394695726332605,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,16,1.0,6.0,16.0,5.3,2.335229449508224,-2.031437217158441,0.6264065327266598,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,16,0.75,1.0,12.0,5.3,1.8246852038200774,-7.5419814628465875,0.17611723305250926,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,16,0.75,3.0,12.0,5.3,1.8246852038200774,-5.5419814628465875,0.2791270037400093,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,16,0.75,6.0,12.0,5.3,1.8246852038200774,-2.5419814628465875,0.5569315916526181,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,16,0.5,1.0,8.0,5.3,1.2460266669792412,-8.120639999687425,0.15414732764251354,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,16,0.5,3.0,8.0,5.3,1.2460266669792412,-6.120639999687425,0.24430705021669252,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,16,0.5,6.0,8.0,5.3,1.2460266669792412,-3.120639999687425,0.48745665057857623,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,16,0.25,1.0,4.0,5.3,0.5782394453010213,-8.788427221365644,0.13217742223251788,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,16,0.25,3.0,4.0,5.3,0.5782394453010213,-6.7884272213656445,0.2094870966933758,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,16,0.25,6.0,4.0,5.3,0.5782394453010213,-3.7884272213656445,0.4179817095045346,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,25,1.0,1.0,25.0,5.3,3.302759552494895,-6.063907114171771,0.2475194256349951,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,25,1.0,3.0,25.0,5.3,3.302759552494895,-4.063907114171771,0.3922918526907886,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,25,1.0,6.0,25.0,5.3,3.302759552494895,-1.063907114171771,0.7827251501432535,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,25,0.75,1.0,19.0,5.3,2.68224672269358,-6.684419943973085,0.2145645675200017,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,25,0.75,3.0,19.0,5.3,2.68224672269358,-4.684419943973085,0.34006192240581357,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,25,0.75,6.0,19.0,5.3,2.68224672269358,-1.6844199439730847,0.6785127385321912,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,25,0.5,1.0,13.0,5.3,1.958057301705419,-7.4086093649612454,0.1816097094050082,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,25,0.5,3.0,13.0,5.3,1.958057301705419,-5.4086093649612454,0.28783199212083854,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,25,0.5,6.0,13.0,5.3,1.958057301705419,-2.4086093649612454,0.5743003269211286,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,25,0.25,1.0,7.0,5.3,1.088457534609321,-8.278209132057345,0.14865485129001463,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,25,0.25,3.0,7.0,5.3,1.088457534609321,-6.278209132057345,0.23560206183586335,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,25,0.25,6.0,7.0,5.3,1.088457534609321,-3.278209132057345,0.4700879153100659,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,32,1.0,1.0,32.0,5.3,3.9298222167323145,-5.43684444993435,0.2859667601024876,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,32,1.0,3.0,32.0,5.3,3.9298222167323145,-3.43684444993435,0.453226771356593,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,32,1.0,6.0,32.0,5.3,3.9298222167323145,-0.43684444993435,0.9043062970228268,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,32,0.75,1.0,24.0,5.3,3.2053039327953288,-6.1613627338713375,0.24202694928249618,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,32,0.75,3.0,24.0,5.3,3.2053039327953288,-4.1613627338713375,0.38358686430995936,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,32,0.75,6.0,24.0,5.3,3.2053039327953288,-1.1613627338713375,0.765356414874743,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,32,0.5,1.0,16.0,5.3,2.335229449508224,-7.031437217158441,0.19808713846250495,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,32,0.5,3.0,16.0,5.3,2.335229449508224,-5.031437217158441,0.31394695726332605,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,32,0.5,6.0,16.0,5.3,2.335229449508224,-2.031437217158441,0.6264065327266598,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,32,0.25,1.0,8.0,5.3,1.2460266669792412,-8.120639999687425,0.15414732764251354,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,32,0.25,3.0,8.0,5.3,1.2460266669792412,-6.120639999687425,0.24430705021669252,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-15.0,32,0.25,6.0,8.0,5.3,1.2460266669792412,-3.120639999687425,0.48745665057857623,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,8,1.0,1.0,8.0,5.3,0.03787129919199556,-10.995462034141338,0.07951586662556175,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,8,1.0,3.0,8.0,5.3,0.03787129919199556,-8.995462034141338,0.12602415570749867,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,8,1.0,6.0,8.0,5.3,0.03787129919199556,-5.9954620341413385,0.2514512486589423,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,8,0.75,1.0,6.0,5.3,0.027084584424438625,-11.006248748908895,0.07931861551545899,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,8,0.75,3.0,6.0,5.3,0.027084584424438625,-9.006248748908895,0.12571153376589142,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,8,0.75,6.0,6.0,5.3,0.027084584424438625,-6.006248748908895,0.25082748588002096,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,8,0.5,1.0,4.0,5.3,0.016271011616896775,-11.017062321716436,0.07912136440535629,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,8,0.5,3.0,4.0,5.3,0.016271011616896775,-9.017062321716436,0.12539891182428423,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,8,0.5,6.0,4.0,5.3,0.016271011616896775,-6.017062321716436,0.2502037231010998,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,8,0.25,1.0,2.0,5.3,0.005430446686786024,-11.027902886646547,0.0789241132952535,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,8,0.25,3.0,2.0,5.3,0.005430446686786024,-9.027902886646547,0.12508628988267695,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,8,0.25,6.0,2.0,5.3,0.005430446686786024,-6.027902886646547,0.24957996032217833,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,16,1.0,1.0,16.0,5.3,0.08075222483897761,-10.952581108494355,0.0803048710659728,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,16,1.0,3.0,16.0,5.3,0.08075222483897761,-8.952581108494355,0.12727464347392772,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,16,1.0,6.0,16.0,5.3,0.08075222483897761,-5.952581108494355,0.25394629977462785,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,16,0.75,1.0,12.0,5.3,0.05936468596432051,-10.973968647369013,0.07991036884576727,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,16,0.75,3.0,12.0,5.3,0.05936468596432051,-8.973968647369013,0.1266493995907132,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,16,0.75,6.0,12.0,5.3,0.05936468596432051,-5.973968647369013,0.2526987742167851,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,16,0.5,1.0,8.0,5.3,0.03787129919199556,-10.995462034141338,0.07951586662556175,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,16,0.5,3.0,8.0,5.3,0.03787129919199556,-8.995462034141338,0.12602415570749867,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,16,0.5,6.0,8.0,5.3,0.03787129919199556,-5.9954620341413385,0.2514512486589423,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,16,0.25,1.0,4.0,5.3,0.016271011616896775,-11.017062321716436,0.07912136440535629,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,16,0.25,3.0,4.0,5.3,0.016271011616896775,-9.017062321716436,0.12539891182428423,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,16,0.25,6.0,4.0,5.3,0.016271011616896775,-6.017062321716436,0.2502037231010998,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,25,1.0,1.0,25.0,5.3,0.1284925299284848,-10.904840803404849,0.08119250106143514,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,25,1.0,3.0,25.0,5.3,0.1284925299284848,-8.904840803404849,0.1286814422111603,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,25,1.0,6.0,25.0,5.3,0.1284925299284848,-5.9048408034048485,0.2567532322797738,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,25,0.75,1.0,19.0,5.3,0.09672404096191621,-10.936609292371417,0.08060074773112688,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,25,0.75,3.0,19.0,5.3,0.09672404096191621,-8.936609292371417,0.12774357638633857,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,25,0.75,6.0,19.0,5.3,0.09672404096191621,-5.936609292371417,0.25488194394300984,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,25,0.5,1.0,13.0,5.3,0.06472145313675905,-10.968611880196574,0.08000899440081863,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,25,0.5,3.0,13.0,5.3,0.06472145313675905,-8.968611880196574,0.12680571056151682,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,25,0.5,6.0,13.0,5.3,0.06472145313675905,-5.968611880196574,0.2530106556062457,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,25,0.25,1.0,7.0,5.3,0.03248129072209977,-11.000852042611234,0.07941724107051039,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,25,0.25,3.0,7.0,5.3,0.03248129072209977,-9.000852042611234,0.12586784473669507,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,25,0.25,6.0,7.0,5.3,0.03248129072209977,-6.000852042611234,0.2511393672694817,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,32,1.0,1.0,32.0,5.3,0.1652644239714749,-10.868068909361858,0.08188287994679477,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,32,1.0,3.0,32.0,5.3,0.1652644239714749,-8.868068909361858,0.1297756190067857,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,32,1.0,6.0,32.0,5.3,0.1652644239714749,-5.868068909361858,0.25893640200599854,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,32,0.75,1.0,24.0,5.3,0.12321389342030338,-10.91011943991303,0.08109387550638378,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,32,0.75,3.0,24.0,5.3,0.12321389342030338,-8.91011943991303,0.1285251312403567,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,32,0.75,6.0,24.0,5.3,0.12321389342030338,-5.91011943991303,0.2564413508903131,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,32,0.5,1.0,16.0,5.3,0.08075222483897761,-10.952581108494355,0.0803048710659728,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,32,0.5,3.0,16.0,5.3,0.08075222483897761,-8.952581108494355,0.12727464347392772,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,32,0.5,6.0,16.0,5.3,0.08075222483897761,-5.952581108494355,0.25394629977462785,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,32,0.25,1.0,8.0,5.3,0.03787129919199556,-10.995462034141338,0.07951586662556175,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,32,0.25,3.0,8.0,5.3,0.03787129919199556,-8.995462034141338,0.12602415570749867,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-30.0,32,0.25,6.0,8.0,5.3,0.03787129919199556,-5.9954620341413385,0.2514512486589423,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,8,1.0,1.0,8.0,5.3,0.11864768125290628,-10.914685652080427,0.08100865746642684,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,8,1.0,3.0,8.0,5.3,0.11864768125290628,-8.914685652080427,0.12839006974895403,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,8,1.0,6.0,8.0,5.3,0.11864768125290628,-5.914685652080427,0.25617186778631396,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,8,0.75,1.0,6.0,5.3,0.08507780462480244,-10.94825552870853,0.0803848946875055,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,8,0.75,3.0,6.0,5.3,0.08507780462480244,-8.94825552870853,0.12740147236693097,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,8,0.75,6.0,6.0,5.3,0.08507780462480244,-5.948255528708531,0.2541993566852865,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,8,0.5,1.0,4.0,5.3,0.05124641853633018,-10.982086914797003,0.07976113190858417,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,8,0.5,3.0,4.0,5.3,0.05124641853633018,-8.982086914797003,0.1264128749849079,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,8,0.5,6.0,4.0,5.3,0.05124641853633018,-5.982086914797003,0.2522268455842589,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,8,0.25,1.0,2.0,5.3,0.017149416658962396,-11.01618391667437,0.07913736912966284,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,8,0.25,3.0,2.0,5.3,0.017149416658962396,-9.01618391667437,0.12542427760288488,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,8,0.25,6.0,2.0,5.3,0.017149416658962396,-6.01618391667437,0.2502543344832314,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,16,1.0,1.0,16.0,5.3,0.2503909721191732,-10.78294236121416,0.08350370858211226,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,16,1.0,3.0,16.0,5.3,0.2503909721191732,-8.78294236121416,0.13234445927704636,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,16,1.0,6.0,16.0,5.3,0.2503909721191732,-5.782942361214159,0.2640619121904241,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,16,0.75,1.0,12.0,5.3,0.18501886185093314,-10.8483144714824,0.08225618302426951,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,16,0.75,3.0,12.0,5.3,0.18501886185093314,-8.8483144714824,0.13036726451300018,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,16,0.75,6.0,12.0,5.3,0.18501886185093314,-5.8483144714824,0.260116889988369,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,16,0.5,1.0,8.0,5.3,0.11864768125290628,-10.914685652080427,0.08100865746642684,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,16,0.5,3.0,8.0,5.3,0.11864768125290628,-8.914685652080427,0.12839006974895403,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,16,0.5,6.0,8.0,5.3,0.11864768125290628,-5.914685652080427,0.25617186778631396,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,16,0.25,1.0,4.0,5.3,0.05124641853633018,-10.982086914797003,0.07976113190858417,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,16,0.25,3.0,4.0,5.3,0.05124641853633018,-8.982086914797003,0.1264128749849079,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,16,0.25,6.0,4.0,5.3,0.05124641853633018,-5.982086914797003,0.2522268455842589,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,25,1.0,1.0,25.0,5.3,0.3939767575289985,-10.639356575804335,0.08631064108725828,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,25,1.0,3.0,25.0,5.3,0.3939767575289985,-8.639356575804335,0.13679314749615012,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,25,1.0,6.0,25.0,5.3,0.3939767575289985,-5.639356575804335,0.2729382121450479,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,25,0.75,1.0,19.0,5.3,0.298782290020395,-10.734551043312939,0.08443935275049425,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,25,0.75,3.0,19.0,5.3,0.298782290020395,-8.734551043312939,0.13382735535008092,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,25,0.75,6.0,19.0,5.3,0.298782290020395,-5.734551043312939,0.26702067884196534,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,25,0.5,1.0,13.0,5.3,0.2014543718213245,-10.83187896151201,0.0825680644137302,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,25,0.5,3.0,13.0,5.3,0.2014543718213245,-8.83187896151201,0.1308615632040117,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
6.0,-25.0,25,0.5,6.0,13.0,5.3,0.2014543718213245,-5.831878961512009,0.26110314553888275,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
